id,name,is_root,ngenomes,nleaves,diameter,threshold,max_leaf_threshold,min_inter_src_id,min_inter_src_name,min_inter_dst_id,min_inter_dst_name,min_inter_dist,noverlaps,dst_taxa,dst_genera
189,Altererythrobacter,true,2,1,0.00048297513,0.00048297513,0.00048297513,1282,Altererythrobacter marensis,544,Sphingopyxis terrae,0.98819256,0,0,0
190,Sorangium,true,4,1,0.8719926,0.8719926,0.8719926,475,Sorangium cellulosum,918,Streptomyces ruber,0.9747883,0,0,0
191,Anoxybacillus,true,2,1,0.005272634,0.005272634,0.005272634,1074,Anoxybacillus gonensis,919,Geobacillus kaustophilus,0.9857713,0,0,0
192,Sulfitobacter,true,4,2,0.987211,0.987211,0.588151,844,Sulfitobacter mediterraneus,1438,Thalassobius mediterraneus,0.9852026,1,1,1
193,Pasteurella,true,35,1,0.41198567,0.41198567,0.41198567,704,Pasteurella multocida,693,Haemophilus influenzae,0.9730617,0,0,0
194,Endozoicomonas,true,4,2,0.9927835,0.9927835,0.0333811,1292,Endozoicomonas montiporae,1208,Marinobacter hydrocarbonoclasticus,0.99516606,0,0,0
196,Salinispora,true,90,9,0.92298895,0.92298895,0.6539554,1527,Salinispora arenicola,1383,Verrucosispora maris,0.9669298,0,0,0
197,Anaplasma,true,33,2,0.99817765,0.99817765,0.52646637,749,Anaplasma phagocytophilum,712,Ehrlichia ruminantium,0.9973288,18,17,12
198,Glycomyces,true,2,1,0.0060706404,0.0060706404,0.0060706404,709,Glycomyces tenuis,1090,Streptomyces viridochromogenes,0.9716797,0,0,0
199,Smaragdicoccus,true,2,1,0.0009460738,0.0009460738,0.0009460738,1785,Smaragdicoccus niigatensis,1479,Nocardia seriolae,0.98104787,0,0,0
200,Bartonella,true,68,14,0.99626017,0.99626017,0.8256517,1810,Bartonella clarridgeiae,1746,Candidatus Liberibacter americanus,0.99572325,4,4,4
201,Coxiella,true,24,1,0.19435655,0.19435655,0.19435655,711,Coxiella burnetii,885,Lactococcus lactis,0.9971802,0,0,0
202,Rickettsia,true,52,13,0.9845281,0.9845281,0.29312763,805,Rickettsia bellii,1111,Mycoplasma arginini,0.98726314,0,0,0
203,Candidatus Profftella,true,2,1,0.004640371,0.004640371,0.004640371,1674,Candidatus Profftella armatura,1116,Mycoplasma hyopneumoniae,0.99520767,0,0,0
204,Ketogulonicigenium,true,3,1,0.0039726878,0.0039726878,0.0039726878,1222,Ketogulonicigenium vulgare,592,Paracoccus pantotrophus,0.98270047,0,0,0
205,Veillonella,true,11,3,0.9950471,0.9950471,0.66933334,1773,Veillonella atypica,834,Staphylococcus epidermidis,0.9935356,1,1,1
206,Ruegeria,true,2,1,0.6421458,0.6421458,0.6421458,1874,Ruegeria atlantica,1700,Phaeobacter italicus,0.9877877,0,0,0
207,Pelosinus,true,3,1,0.1677151,0.1677151,0.1677151,1545,Pelosinus fermentans,1168,Sporomusa ovata,0.99465793,0,0,0
208,Olsenella,true,3,1,0.29681924,0.29681924,0.29681924,1226,Olsenella uli,782,Brevibacterium casei,0.9888597,0,0,0
209,Chlamydia,true,163,6,0.9980769,0.9980769,0.619491,722,Chlamydia trachomatis,1111,Mycoplasma arginini,0.78895706,245,199,79
210,Photorhabdus,true,10,3,0.9364655,0.9364655,0.64212286,781,Photorhabdus temperata,649,Xenorhabdus nematophila,0.9826457,0,0,0
211,Bacteroides,true,160,17,0.9985372,0.9985372,0.9281158,1558,Bacteroides salyersiae,1581,Phocaeicola dorei,0.9602677,14863,1341,428
212,Hungatella,true,3,1,0.28876635,0.28876635,0.28876635,1730,Hungatella hathewayi,938,[Clostridium] symbiosum,0.98532176,0,0,0
213,Mycobacteroides,true,233,2,0.9291991,0.9291991,0.6401078,1424,Mycobacteroides abscessus,1520,Staphylococcus saprophyticus,0.8305632,1,1,1
214,Bellilinea,true,2,1,0.00232423,0.00232423,0.00232423,1895,Bellilinea caldifistulae,606,Bordetella bronchiseptica,0.99498093,0,0,0
215,Leptolinea,true,2,1,0.00076345593,0.00076345593,0.00076345593,615,Leptolinea tardivitalis,649,Xenorhabdus nematophila,0.9963466,0,0,0
216,Butyrivibrio,true,8,2,0.9904613,0.9904613,0.613609,729,Butyrivibrio fibrisolvens,588,Blautia wexlerae,0.99472266,0,0,0
217,Fibrobacter,true,2,1,0.0013723068,0.0013723068,0.0013723068,730,Fibrobacter succinogenes,575,Rhizobium leguminosarum,0.9957187,0,0,0
218,Porphyromonas,true,52,10,0.99905366,0.99905366,0.5541777,732,Porphyromonas gingivalis,1342,Tannerella forsythia,0.9873035,9273,1419,450
219,Prevotella,true,91,31,0.99860495,0.99860495,0.70546055,1232,Prevotella saccharolytica,1484,Porphyromonas gulae,0.9880597,20348,1387,444
220,Wohlfahrtiimonas,true,4,1,0.52683336,0.52683336,0.52683336,1862,Wohlfahrtiimonas chitiniclastica,1714,Vibrio anguillarum,0.996269,0,0,0
221,Roseburia,true,2,1,0.5377451,0.5377451,0.5377451,570,Roseburia inulinivorans,1736,Dorea formicigenerans,0.9828629,0,0,0
222,Sanguibacteroides,true,2,1,0.1674231,0.1674231,0.1674231,1835,Sanguibacteroides justesenii,1558,Bacteroides salyersiae,0.987603,0,0,0
223,Fusobacterium,true,74,5,0.99639595,0.99639595,0.65,734,Fusobacterium gonidiaformans,821,Peptostreptococcus anaerobius,0.9881423,547,231,95
224,Brachyspira,true,25,2,0.96068597,0.96068597,0.41582882,491,Brachyspira hyodysenteriae,1426,Terrisporobacter glycolicus,0.992044,0,0,0
225,Mycetocola,true,2,1,0.00052863435,0.00052863435,0.00052863435,1231,Mycetocola saprophilus,1088,Streptomyces rimosus,0.95303506,0,0,0
226,Dichelobacter,true,2,1,0.11776609,0.11776609,0.11776609,739,Dichelobacter nodosus,604,Kingella kingae,0.995362,0,0,0
227,Desulfovibrio,true,9,4,0.99790955,0.99790955,0.27197376,741,Desulfovibrio gigas,740,Desulfocurvibacter africanus,0.9869974,2334,862,294
228,Rhodothermus,true,3,1,0.6356813,0.6356813,0.6356813,1569,Rhodothermus marinus,709,Glycomyces tenuis,0.99203926,0,0,0
229,Labrenzia,true,5,2,0.9867543,0.9867543,0.47920817,1305,Labrenzia alexandrii,1778,Pannonibacter phragmitetus,0.98861283,0,0,0
230,Taylorella,true,7,2,0.975625,0.975625,0.36952055,1197,Taylorella asinigenitalis,843,Deinococcus radiodurans,0.9866795,0,0,0
231,Acidaminococcus,true,2,1,0.14530864,0.14530864,0.14530864,1784,Acidaminococcus intestini,743,Megasphaera elsdenii,0.99379843,0,0,0
232,Mageeibacillus,true,2,1,0.25663716,0.25663716,0.25663716,1892,Mageeibacillus indolicus,1644,Aerococcus christensenii,0.9907752,0,0,0
233,Megasphaera,true,4,1,0.44280577,0.44280577,0.44280577,743,Megasphaera elsdenii,1466,Mesorhizobium plurifarium,0.9913442,0,0,0
234,Janthinobacterium,true,2,1,0.0056119147,0.0056119147,0.0056119147,1710,Janthinobacterium agaricidamnosum,752,Herbaspirillum seropedicae,0.9817913,0,0,0
235,Nonlabens,true,6,1,0.8363452,0.8363452,0.8363452,1654,Nonlabens ulvanivorans,1228,Cellulophaga baltica,0.9943712,0,0,0
236,Dorea,true,2,1,0.6018953,0.6018953,0.6018953,1736,Dorea formicigenerans,1606,[Ruminococcus] lactaris,0.97185916,0,0,0
237,Raoultella,true,11,2,0.67279553,0.67279553,0.29362214,1589,Raoultella ornithinolytica,630,Klebsiella oxytoca,0.9333671,0,0,0
239,Ehrlichia,true,15,3,0.9863412,0.9863412,0.5810056,748,Ehrlichia chaffeensis,1111,Mycoplasma arginini,0.9901566,0,0,0
240,Wolbachia,true,4,2,0.93779653,0.93779653,0.02001026,840,Wolbachia endosymbiont of Culex quinquefasciatus,1134,Ureaplasma urealyticum,0.9965482,0,0,0
241,Rhodonellum,true,2,1,0.0062506623,0.0062506623,0.0062506623,750,Rhodonellum psychrophilum,1934,Bacillus pumilus subgroup 1,0.9954811,0,0,0
242,Herbaspirillum,true,8,3,0.9614106,0.9614106,0.586351,752,Herbaspirillum seropedicae,1387,Achromobacter xylosoxidans,0.97879386,0,0,0
243,Glaesserella,true,24,1,0.7350064,0.7350064,0.7350064,703,Glaesserella parasuis,1153,Mannheimia haemolytica,0.98231363,0,0,0
244,Selenomonas,true,8,4,0.9895248,0.9895248,0.6090347,1767,Selenomonas bovis,475,Sorangium cellulosum,0.9874062,13,10,9
245,Prolixibacter,true,2,1,0.0051716547,0.0051716547,0.0051716547,1246,Prolixibacter bellariivorans,723,Bacteroides fragilis,0.9961134,0,0,0
246,Candidatus Microthrix,true,2,1,0.29250458,0.29250458,0.29250458,758,Candidatus Microthrix parvicella,788,Amycolatopsis mediterranei,0.98711175,0,0,0
247,Lactiplantibacillus,true,89,4,0.98614836,0.98614836,0.62181115,965,Lactiplantibacillus plantarum,1742,Lactobacillus rhamnosus,0.93317366,6,5,5
248,Thalassospira,true,3,1,0.48136592,0.48136592,0.48136592,1858,Thalassospira xiamenensis,575,Rhizobium leguminosarum,0.9903173,0,0,0
249,Simiduia,true,2,1,0.0038548452,0.0038548452,0.0038548452,1587,Simiduia agarivorans,1387,Achromobacter xylosoxidans,0.9932399,0,0,0
250,Arthrospira,true,3,1,0.14475785,0.14475785,0.14475785,1399,Arthrospira platensis,1594,Planktothrix prolifica,0.9928792,0,0,0
251,Bilophila,true,2,1,0.36317968,0.36317968,0.36317968,1265,Bilophila wadsworthia,475,Sorangium cellulosum,0.9887046,0,0,0
252,Capnocytophaga,true,15,4,0.996836,0.996836,0.6089082,1368,Capnocytophaga canimorsus,761,Bergeyella zoohelcum,0.9908654,74,55,33
253,Agrilactobacillus,true,2,1,0.010473052,0.010473052,0.010473052,1616,Agrilactobacillus composti,1538,Lactobacillus parabuchneri,0.99285716,0,0,0
254,Apilactobacillus,true,16,1,0.7693008,0.7693008,0.7693008,884,Lactobacillus kunkeei,976,Limosilactobacillus fermentum,0.99475104,0,0,0
255,Companilactobacillus,true,13,5,0.99054956,0.99054956,0.82963127,1822,Lactobacillus crustorum,965,Lactiplantibacillus plantarum,0.99197966,0,0,0
256,Fructilactobacillus,true,12,4,0.996337,0.996337,0.5132203,1455,Lactobacillus lindneri,1181,Pediococcus damnosus,0.98591155,131,75,28
257,Furfurilactobacillus,true,3,1,0.018041888,0.018041888,0.018041888,1005,Lactobacillus rossiae,1279,Lactobacillus paraplantarum,0.99384373,0,0,0
258,Holzapfelia,true,2,1,0.07041767,0.07041767,0.07041767,1836,Lactobacillus floricola,983,Ligilactobacillus salivarius,0.99461925,0,0,0
259,Dialister,true,2,1,0.49891695,0.49891695,0.49891695,1679,Dialister micraerophilus,535,Peptoniphilus lacrimalis,0.99135137,0,0,0
260,Latilactobacillus,true,12,3,0.98135555,0.98135555,0.527548,1318,Lactobacillus curvatus,1796,Lactobacillus acidipiscis,0.98543954,0,0,0
261,Levilactobacillus,true,23,5,0.9906623,0.9906623,0.64677805,957,Lactobacillus brevis,1609,Lactobacillus senmaizukei,0.98019725,14,10,8
262,Ligilactobacillus,true,50,12,0.9977082,0.9977082,0.6273916,1796,Lactobacillus acidipiscis,1318,Lactobacillus curvatus,0.98543954,3108,674,228
263,Liquorilactobacillus,true,8,3,0.9938224,0.9938224,0.3397552,587,Liquorilactobacillus vini,1604,Lactobacillus hokkaidonensis,0.9880152,23,16,11
264,Loigolactobacillus,true,5,1,0.4983555,0.4983555,0.4983555,974,Lactobacillus coryniformis,965,Lactiplantibacillus plantarum,0.9820667,0,0,0
265,Paucilactobacillus,true,4,2,0.9919196,0.9919196,0.005410723,1604,Lactobacillus hokkaidonensis,587,Liquorilactobacillus vini,0.9880152,8,8,6
266,Schleiferilactobacillus,true,2,1,0.007704785,0.007704785,0.007704785,779,Lactobacillus harbinensis,1742,Lactobacillus rhamnosus,0.99304795,0,0,0
267,Secundilactobacillus,true,9,4,0.9953592,0.9953592,0.10466331,1449,Lactobacillus malefermentans,1181,Pediococcus damnosus,0.981632,142,49,18
268,Lentilactobacillus,true,17,7,0.9905377,0.9905377,0.52257454,1538,Lactobacillus parabuchneri,1181,Pediococcus damnosus,0.98587936,7,5,4
269,Winkia,true,2,1,0.09480997,0.09480997,0.09480997,518,Winkia neuii,1688,Actinobaculum massiliense,0.9840733,0,0,0
270,Erythrobacter,true,2,1,0.00075287034,0.00075287034,0.00075287034,1658,Erythrobacter marinus,1282,Altererythrobacter marensis,0.9901667,0,0,0
271,Dietzia,true,2,1,0.64962167,0.64962167,0.64962167,1065,Dietzia cinnamea,1376,Amycolatopsis vancoresmycina,0.97942775,0,0,0
272,Methylorubrum,true,5,1,0.6406655,0.6406655,0.6406655,579,Methylorubrum extorquens,1826,Methylobacterium radiotolerans,0.96247417,0,0,0
273,Myroides,true,13,3,0.99108845,0.99108845,0.5451389,1270,Myroides odoratimimus,943,Clostridium beijerinckii,0.9938202,0,0,0
274,Planktothrix,true,2,1,0.007203842,0.007203842,0.007203842,1594,Planktothrix prolifica,784,Microcystis aeruginosa,0.99138635,0,0,0
275,Pandoraea,true,11,2,0.9359975,0.9359975,0.2545713782310486,1273,Pandoraea pnomenusa,1400,Burkholderia pseudomallei,0.9816413,0,0,0
276,Actinobaculum,true,2,1,0.021134594,0.021134594,0.021134594,1688,Actinobaculum massiliense,518,Winkia neuii,0.9840733,0,0,0
277,Leminorella,true,2,1,0.004819591,0.004819591,0.004819591,769,Leminorella grimontii,643,Serratia marcescens,0.98936945,0,0,0
278,Rhodobacter,true,16,2,0.983015,0.983015,0.7304673,771,Rhodobacter sphaeroides,1566,Paracoccus sanguinis,0.97494483,8,5,4
279,Tatumella,true,2,1,0.001726718,0.001726718,0.001726718,772,Tatumella ptyseos,619,Pantoea agglomerans,0.99046105,0,0,0
280,Streptacidiphilus,true,2,1,0.0064199395,0.0064199395,0.0064199395,1791,Streptacidiphilus albus,1109,Kitasatospora setae,0.96322274,0,0,0
281,Lacticaseibacillus,true,115,9,0.9974763,0.9974763,0.5858932733535767,1742,Lactobacillus rhamnosus,965,Lactiplantibacillus plantarum,0.93317366,3465,969,293
282,Rhodospirillum,true,2,1,0.014364124,0.014364124,0.014364124,776,Rhodospirillum rubrum,503,Azospirillum brasilense,0.9813592,0,0,0
283,Lechevalieria,true,2,1,0.0018578352,0.0018578352,0.0018578352,1194,Lentzea aerocolonigenes,788,Amycolatopsis mediterranei,0.96612275,0,0,0
284,Arenimonas,true,4,2,0.98103195,0.98103195,0.009327633,1137,Arenimonas composti,1309,Pseudoxanthomonas suwonensis,0.97311425,2,2,2
285,Grimontia,true,2,1,0.0048956755,0.0048956755,0.0048956755,674,Grimontia hollisae,1882,Enterovibrio norvegicus,0.9852358,0,0,0
286,Microbacterium,true,6,2,0.96749264,0.96749264,0.38446903,1301,Microbacterium oleivorans,1097,Curtobacterium flaccumfaciens,0.97258234,0,0,0
287,Asticcacaulis,true,2,1,0.009010374,0.009010374,0.009010374,1307,Asticcacaulis benevestitus,1466,Mesorhizobium plurifarium,0.9867935,0,0,0
288,Rathayibacter,true,4,1,0.07858911,0.07858911,0.07858911,1690,Rathayibacter toxicus,1783,Curtobacterium oceanosedimentum,0.9914744,0,0,0
289,Blautia,true,4,2,0.9939115,0.9939115,0.65798193,588,Blautia wexlerae,1736,Dorea formicigenerans,0.97810024,19,12,9
290,Chlorogloeopsis,true,2,1,0.020869717,0.020869717,0.020869717,783,Chlorogloeopsis fritschii,1605,Nodularia spumigena,0.98687595,0,0,0
291,Thalassolituus,true,2,1,0.38191158,0.38191158,0.38191158,1809,Thalassolituus oleivorans,635,Proteus mirabilis,0.99583256,0,0,0
292,Microcystis,true,17,1,0.7228184,0.7228184,0.7228184,784,Microcystis aeruginosa,1594,Planktothrix prolifica,0.99138635,0,0,0
293,Synechococcus,true,2,1,0.038693234,0.038693234,0.038693234,1834,Synechococcus elongatus,892,Methyloversatilis universalis,0.9964463,0,0,0
294,Moellerella,true,2,1,0.5605036,0.5605036,0.5605036,1281,Moellerella wisconsensis,639,Providencia stuartii,0.9859037,0,0,0
295,Trabulsiella,true,7,1,0.86970335,0.86970335,0.86970335,1264,Trabulsiella odontotermitis,1288,Yokenella regensburgei,0.9580058,0,0,0
296,Mycolicibacterium,true,38,13,0.97904634,0.97904634,0.75587785,1047,Mycolicibacterium phlei,1042,Mycobacterium avium,0.9635912,141,38,12
297,Candidatus Phytoplasma,true,2,1,0.20561798,0.20561798,0.20561798,1172,Candidatus Phytoplasma australiense,1121,Mycoplasma mycoides,0.9952,0,0,0
298,Aggregatibacter,true,38,2,0.9664019,0.9664019,0.7781314,698,Aggregatibacter aphrophilus,695,Haemophilus parainfluenzae,0.97073233,0,0,0
299,Aphanizomenon,true,2,1,0.612089,0.612089,0.612089,794,Aphanizomenon flos-aquae,1213,Dolichospermum circinale,0.9329486,0,0,0
300,Yokenella,true,2,1,0.28461748,0.28461748,0.28461748,1288,Yokenella regensburgei,1264,Trabulsiella odontotermitis,0.9580058,0,0,0
301,Mesoplasma,true,2,1,0.4089904,0.4089904,0.4089904,1141,Mesoplasma florum,1148,Mycoplasma yeatsii,0.9839599,0,0,0
302,Acidithiobacillus,true,11,4,0.9942595,0.9942595,0.6345041,548,Acidithiobacillus caldus,1414,Azospirillum thiophilum,0.9931591,37,29,18
303,Thermacetogenium,true,2,1,0.013585638,0.013585638,0.013585638,1413,Thermacetogenium phaeum,1152,Hungateiclostridium clariflavum,0.9963547,0,0,0
304,Oenococcus,true,60,2,0.99206,0.99206,0.45511535,814,Oenococcus oeni,885,Lactococcus lactis,0.99299556,0,0,0
305,Weissella,true,17,5,0.99648815,0.99648815,0.5599379,978,Weissella halotolerans,817,Pediococcus pentosaceus,0.8679434,101,74,27
306,Melissococcus,true,13,1,0.19820325,0.19820325,0.19820325,801,Melissococcus plutonius,1896,Enterococcus moraviensis,0.99222153,0,0,0
307,Pseudorhodobacter,true,2,1,0.00554624,0.00554624,0.00554624,1295,Pseudorhodobacter ferrugineus,770,Rhodobacter capsulatus,0.98846835,0,0,0
308,Prochlorococcus,true,29,4,0.9989671,0.9989671,0.97468036,1901,Prochlorococcus marinus subgroup 1,1372,Arcobacter butzleri,0.99406457,3399,1410,441
309,Exiguobacterium,true,6,3,0.99116164,0.99116164,0.43869886,950,Exiguobacterium chiriqhucha,782,Brevibacterium casei,0.9911097,1,1,1
310,Oligotropha,true,3,1,0.053829152,0.053829152,0.053829152,1820,Oligotropha carboxidovorans,942,Bradyrhizobium yuanmingense,0.98166865,0,0,0
311,Nitrosococcus,true,4,1,0.43224066,0.43224066,0.43224066,809,Nitrosococcus oceani,778,Pseudomonas balearica,0.9968702,0,0,0
312,Piscirickettsia,true,11,1,0.639969,0.639969,0.639969,810,Piscirickettsia salmonis,1932,Escherichia coli subgroup 2,0.9943316,0,0,0
313,Rhodovulum,true,4,1,0.5104927,0.5104927,0.5104927,1255,Rhodovulum sulfidophilum,592,Paracoccus pantotrophus,0.97580457,0,0,0
314,Paenibacillus,true,41,11,0.99803936,0.99803936,0.85850316,1452,Paenibacillus mucilaginosus,1093,Streptosporangium roseum,0.98800653,8743,1182,380
315,Leuconostoc,true,29,4,0.9923149,0.9923149,0.7644492,812,Leuconostoc mesenteroides,819,Weissella koreensis,0.99048144,1,1,1
316,Dolichospermum,true,2,1,0.5598432,0.5598432,0.5598432,1213,Dolichospermum circinale,794,Aphanizomenon flos-aquae,0.9329486,0,0,0
317,Liberibacter,true,17,4,0.9961355,0.9961355,0.46944675,1746,Candidatus Liberibacter americanus,1810,Bartonella clarridgeiae,0.99572325,2,2,2
318,Moorella,true,4,1,0.35971802,0.35971802,0.35971802,946,Moorella thermoacetica,788,Amycolatopsis mediterranei,0.9950412,0,0,0
319,Pediococcus,true,25,4,0.9976779,0.9976779,0.53913045,817,Pediococcus pentosaceus,978,Weissella halotolerans,0.8679434,965,371,115
320,Singulisphaera,true,2,1,0.007868207,0.007868207,0.007868207,1824,Singulisphaera acidiphila,475,Sorangium cellulosum,0.9871064,0,0,0
321,Peptostreptococcus,true,5,1,0.32651892,0.32651892,0.32651892,821,Peptostreptococcus anaerobius,857,Streptococcus agalactiae,0.98585445,0,0,0
322,Ruminococcus,true,6,2,0.9971069,0.9971069,0.9298117,1759,Ruminococcus champanellensis,1683,Flavonifractor plautii,0.99520147,203,192,98
323,Micrococcus,true,12,1,0.60762143,0.60762143,0.60762143,825,Micrococcus luteus,859,Streptococcus pneumoniae,0.9785031,0,0,0
324,Rahnella,true,4,1,0.29848495,0.29848495,0.29848495,826,Rahnella aquatilis,774,Serratia plymuthica,0.98011166,0,0,0
325,Lachnoclostridium,true,6,2,0.9972246,0.9972246,0.37523532,938,[Clostridium] symbiosum,1730,Hungatella hathewayi,0.98532176,378,345,151
326,Lysinibacillus,true,15,3,0.9920577,0.9920577,0.7,1678,Lysinibacillus odysseyi,1274,Solibacillus silvestris,0.98938143,1,1,1
327,Staphylococcus,true,6907,20,0.99437934,0.99437934,0.80931306,1520,Staphylococcus saprophyticus,1424,Mycobacteroides abscessus,0.8305632,308,137,53
328,Dickeya,true,34,5,0.94001895,0.94001895,0.73367745,1829,Dickeya dianthicola,702,Pectobacterium brasiliense,0.9804581,0,0,0
329,Burkholderia,true,953,19,0.973689,0.973689,0.7442774176597595,1617,Burkholderia cenocepacia,1224,Caballeronia zhejiangensis,0.9723962,9,4,2
330,Facklamia,true,2,1,0.45289788,0.45289788,0.45289788,1689,Facklamia hominis,663,Streptococcus pseudoporcinus,0.9868017,0,0,0
331,Rhodopirellula,true,6,2,0.87946314,0.87946314,0.6003241,1157,Rhodopirellula europaea,1389,Bradyrhizobium diazoefficiens,0.9923576,0,0,0
332,Deinococcus,true,5,2,0.9251794,0.9251794,0.034735262,843,Deinococcus radiodurans,1197,Taylorella asinigenitalis,0.9866795,0,0,0
333,Streptococcus,true,9009,35,0.9975079,0.9975079,0.9323641061782837,859,Streptococcus pneumoniae,1909,Bacillus cereus subgroup 2,0.8911982,9152,656,225
334,Kordiimonas,true,2,1,0.005816413,0.005816413,0.005816413,846,Kordiimonas gwangyangensis,1778,Pannonibacter phragmitetus,0.9919959,0,0,0
335,Variovorax,true,11,1,0.93795663,0.93795663,0.93795663,1845,Variovorax paradoxus,1327,Rubrivivax gelatinosus,0.9720659,0,0,0
336,Riemerella,true,12,1,0.6946423,0.6946423,0.6946423,861,Riemerella anatipestifer,761,Bergeyella zoohelcum,0.9915658,0,0,0
337,Dysgonomonas,true,2,1,0.0029213072,0.0029213072,0.0029213072,1884,Dysgonomonas mossii,930,Clostridium butyricum,0.995321,0,0,0
338,Ruminiclostridium,true,2,1,0.013058619,0.013058619,0.013058619,932,Ruminiclostridium josui,1152,Hungateiclostridium clariflavum,0.99100614,0,0,0
339,Glaciecola,true,2,1,0.00250339,0.00250339,0.00250339,1850,Glaciecola pallidula,1782,Paraglaciecola psychrophila,0.99449116,0,0,0
340,Leptotrichia,true,5,2,0.938363,0.938363,0.5684043,1100,Leptotrichia hofstadii,1102,Pseudoleptotrichia goodfellowii,0.9891247,0,0,0
341,Enterococcus,true,911,21,0.99637604,0.99637604,0.77539885,878,Enterococcus faecium,834,Staphylococcus epidermidis,0.91671926,2380,343,119
342,Lactococcus,true,90,2,0.9926661,0.9926661,0.92138994,887,Lactococcus garvieae,878,Enterococcus faecium,0.9874135,26,20,4
343,Lonsdalea,true,2,1,0.004694323,0.004694323,0.004694323,1684,Lonsdalea quercina,1828,Dickeya dadantii,0.9828875,0,0,0
344,Lachnobacterium,true,3,1,0.24641266,0.24641266,0.24641266,886,Lachnobacterium bovis,1324,Lachnospira multipara,0.9928952,0,0,0
345,Crocosphaera,true,6,1,0.36940476,0.36940476,0.36940476,888,Crocosphaera watsonii,784,Microcystis aeruginosa,0.99339795,0,0,0
346,Aerococcus,true,10,4,0.99743307,0.99743307,0.30187097,1644,Aerococcus christensenii,562,Lactobacillus iners,0.98679173,571,277,89
347,Methyloversatilis,true,4,2,0.9057473,0.9057473,0.004553864,1620,Methyloversatilis discipulorum,1327,Rubrivivax gelatinosus,0.9796412,0,0,0
348,Gemella,true,2,1,0.59409076,0.59409076,0.59409076,1149,Gemella sanguinis,951,Clostridium novyi,0.9939551,0,0,0
349,Atopobium,true,2,1,0.19304039,0.19304039,0.19304039,893,Atopobium minutum,878,Enterococcus faecium,0.99169374,0,0,0
350,Bacillus,true,522,38,0.99851656,0.99851656,0.7989749908447266,1909,Bacillus cereus subgroup 2,859,Streptococcus pneumoniae,0.8911982,36455,1390,445
351,Tannerella,true,4,1,0.32440925,0.32440925,0.32440925,1342,Tannerella forsythia,732,Porphyromonas gingivalis,0.9873035,0,0,0
352,Bibersteinia,true,4,1,0.40052426,0.40052426,0.40052426,1748,Bibersteinia trehalosi,1153,Mannheimia haemolytica,0.9600985,0,0,0
353,Pluralibacter,true,11,1,0.5174957,0.5174957,0.5174957,1457,Pluralibacter gergoviae,631,Klebsiella pneumoniae,0.9361022,0,0,0
354,Kosakonia,true,3,1,0.68637025,0.68637025,0.68637025,1595,Kosakonia radicincitans,617,Citrobacter freundii,0.9507273,0,0,0
355,Sphingomonas,true,8,3,0.9779738,0.9779738,0.46145502,1590,Sphingomonas wittichii,1625,Sphingobium yanoikuyae,0.9669876,9,6,2
356,Borreliella,true,59,4,0.89015543,0.89015543,0.6309963,1564,Borreliella garinii,482,Borrelia hermsii,0.98641086,0,0,0
357,Sulfobacillus,true,2,1,0.38653892,0.38653892,0.38653892,1314,Sulfobacillus thermosulfidooxidans,575,Rhizobium leguminosarum,0.99638176,0,0,0
358,Stenotrophomonas,true,101,2,0.9686774,0.9686774,0.95487964,1666,Stenotrophomonas acidaminiphila,1309,Pseudoxanthomonas suwonensis,0.96335757,5,4,2
359,Lachnospira,true,2,1,0.325226,0.325226,0.325226,1324,Lachnospira multipara,886,Lachnobacterium bovis,0.9928952,0,0,0
360,Eremococcus,true,2,1,0.301212,0.301212,0.301212,1692,Eremococcus coleocola,1689,Facklamia hominis,0.9917506,0,0,0
361,Phaeobacter,true,4,2,0.9633652,0.9633652,0.3947481,1700,Phaeobacter italicus,1183,Epibacterium mobile,0.9779489,0,0,0
362,Acidipropionibacterium,true,4,1,0.39161864,0.39161864,0.39161864,1037,Acidipropionibacterium acidipropionici,520,Cutibacterium avidum,0.9795422,0,0,0
363,Cutibacterium,true,110,4,0.9870799,0.9870799,0.58927435,520,Cutibacterium avidum,1037,Acidipropionibacterium acidipropionici,0.9795422,11,8,5
364,Pseudopropionibacterium,true,2,1,0.251853,0.251853,0.251853,1038,Pseudopropionibacterium propionicum,1061,Streptomyces californicus,0.98714495,0,0,0
365,Eggerthia,true,2,1,0.30161208,0.30161208,0.30161208,1823,Eggerthia catenaformis,1147,Oribacterium parvum,0.9867501,0,0,0
366,Kandleria,true,4,1,0.30530012,0.30530012,0.30530012,987,Kandleria vitulina,1823,Eggerthia catenaformis,0.993785,0,0,0
367,Rubrivivax,true,4,2,0.77218705,0.77218705,0.41442996,1327,Rubrivivax gelatinosus,1845,Variovorax paradoxus,0.9720659,0,0,0
368,Pectobacterium,true,49,8,0.8974128,0.8974128,0.680234,702,Pectobacterium brasiliense,1829,Dickeya dianthicola,0.9804581,0,0,0
369,Tistrella,true,2,1,0.6129395,0.6129395,0.6129395,1846,Tistrella mobilis,1387,Achromobacter xylosoxidans,0.9737221,0,0,0
370,Pseudothermotoga,true,4,2,0.99739414,0.99739414,0.003434066,1638,Pseudothermotoga elfii,1173,Thermosipho africanus,0.9952994,5,5,5
371,Buchnera,true,11,1,0.9566603,0.9566603,0.9566603,464,Buchnera aphidicola,735,Fusobacterium nucleatum,0.9954064,0,0,0
372,Sinorhizobium,true,44,3,0.9607785,0.9607785,0.6302828,573,Sinorhizobium fredii,1537,Rhizobium etli,0.9623865,0,0,0
