curated_genus,curated_species,speciesname_standard_format,species_ngenomes,original_taxon_count,lca_taxid,lca_taxon_name,lca_taxon_rank,matched_name,matched_nametype,matched_speciesname_only,matched_taxid,matched_taxon_name,matched_taxon_rank,matched_taxon_unique
Burkholderia,ubonensis,True,252,3,101571,Burkholderia ubonensis,species,Burkholderia ubonensis,primary,False,101571,Burkholderia ubonensis,species,True
Burkholderia,vietnamiensis,True,36,3,60552,Burkholderia vietnamiensis,species,Burkholderia vietnamiensis,primary,False,60552,Burkholderia vietnamiensis,species,True
Butyrivibrio,fibrisolvens,True,6,6,831,Butyrivibrio fibrisolvens,species,Butyrivibrio fibrisolvens,primary,False,831,Butyrivibrio fibrisolvens,species,True
Butyrivibrio,proteoclasticus,True,2,2,43305,Butyrivibrio proteoclasticus,species,Butyrivibrio proteoclasticus,primary,False,43305,Butyrivibrio proteoclasticus,species,True
Caballeronia,Paraburkholderia zhejiangensis,False,2,1,871203,Caballeronia zhejiangensis,species,Paraburkholderia zhejiangensis,Synonym,True,871203,Caballeronia zhejiangensis,species,True
Caldanaerobacter,subterraneus,True,3,3,911092,Caldanaerobacter subterraneus,species,Caldanaerobacter subterraneus,primary,False,911092,Caldanaerobacter subterraneus,species,True
Caldibacillus,debilis,True,2,2,301148,Caldibacillus debilis,species,Caldibacillus debilis,primary,False,301148,Caldibacillus debilis,species,True
Campylobacter,coli,True,257,90,195,Campylobacter coli,species,Campylobacter coli,primary,False,195,Campylobacter coli,species,True
Campylobacter,concisus,True,7,7,199,Campylobacter concisus,species,Campylobacter concisus,primary,False,199,Campylobacter concisus,species,True
Campylobacter,curvus,True,2,2,200,Campylobacter curvus,species,Campylobacter curvus,primary,False,200,Campylobacter curvus,species,True
Campylobacter,fetus,True,27,14,196,Campylobacter fetus,species,Campylobacter fetus,primary,False,196,Campylobacter fetus,species,True
Campylobacter,gracilis,True,2,2,824,Campylobacter gracilis,species,Campylobacter gracilis,primary,False,824,Campylobacter gracilis,species,True
Campylobacter,iguaniorum,True,2,1,1244531,Campylobacter iguaniorum,species,Campylobacter iguaniorum,primary,False,1244531,Campylobacter iguaniorum,species,True
Campylobacter,jejuni,True,628,130,197,Campylobacter jejuni,species,Campylobacter jejuni,primary,False,197,Campylobacter jejuni,species,True
Campylobacter,lari,True,4,4,201,Campylobacter lari,species,Campylobacter lari,primary,False,201,Campylobacter lari,species,True
Campylobacter,subantarcticus,True,2,2,497724,Campylobacter subantarcticus,species,Campylobacter subantarcticus,primary,False,497724,Campylobacter subantarcticus,species,True
Campylobacter,upsaliensis,True,3,3,28080,Campylobacter upsaliensis,species,Campylobacter upsaliensis,primary,False,28080,Campylobacter upsaliensis,species,True
Capnocytophaga,canimorsus,True,4,2,28188,Capnocytophaga canimorsus,species,Capnocytophaga canimorsus,primary,False,28188,Capnocytophaga canimorsus,species,True
Capnocytophaga,canis,True,3,1,1848903,Capnocytophaga canis,species,Capnocytophaga canis,primary,False,1848903,Capnocytophaga canis,species,True
Capnocytophaga,cynodegmi,True,4,2,28189,Capnocytophaga cynodegmi,species,Capnocytophaga cynodegmi,primary,False,28189,Capnocytophaga cynodegmi,species,True
Capnocytophaga,ochracea,True,4,4,1018,Capnocytophaga ochracea,species,Capnocytophaga ochracea,primary,False,1018,Capnocytophaga ochracea,species,True
Carnobacterium,divergens,True,2,1,1449336,Carnobacterium divergens DSM 20623,strain,Carnobacterium divergens,primary,False,2748,Carnobacterium divergens,species,True
Carnobacterium,inhibens,True,2,2,147709,Carnobacterium inhibens,species,Carnobacterium inhibens,primary,False,147709,Carnobacterium inhibens,species,True
Carnobacterium,jeotgali,True,2,2,545534,Carnobacterium jeotgali,species,Carnobacterium jeotgali,primary,False,545534,Carnobacterium jeotgali,species,True
Carnobacterium,maltaromaticum,True,6,4,2751,Carnobacterium maltaromaticum,species,Carnobacterium maltaromaticum,primary,False,2751,Carnobacterium maltaromaticum,species,True
Catabacter,hongkongensis,True,2,1,270498,Catabacter hongkongensis,species,Catabacter hongkongensis,primary,False,270498,Catabacter hongkongensis,species,True
Caulobacter,henricii,True,2,1,69395,Caulobacter henricii,species,Caulobacter henricii,primary,False,69395,Caulobacter henricii,species,True
Caulobacter,vibrioides,True,2,2,155892,Caulobacter vibrioides,species,Caulobacter vibrioides,primary,False,155892,Caulobacter vibrioides,species,True
Cellulophaga,baltica,True,4,4,76594,Cellulophaga baltica,species,Cellulophaga baltica,primary,False,76594,Cellulophaga baltica,species,True
Cellulophaga,lytica,True,2,2,979,Cellulophaga lytica,species,Cellulophaga lytica,primary,False,979,Cellulophaga lytica,species,True
Chania,multitudinisentens,True,2,1,1441930,Chania multitudinisentens RB-25,strain,Chania multitudinisentens,primary,False,1639108,Chania multitudinisentens,species,True
Chlamydia,abortus,True,3,3,83555,Chlamydia abortus,species,Chlamydia abortus,primary,False,83555,Chlamydia abortus,species,True
Chlamydia,muridarum,True,15,7,83560,Chlamydia muridarum,species,Chlamydia muridarum,primary,False,83560,Chlamydia muridarum,species,True
Chlamydia,pecorum,True,12,9,85991,Chlamydia pecorum,species,Chlamydia pecorum,primary,False,85991,Chlamydia pecorum,species,True
Chlamydia,pneumoniae,True,10,5,83558,Chlamydia pneumoniae,species,Chlamydia pneumoniae,primary,False,83558,Chlamydia pneumoniae,species,True
Chlamydia,psittaci,True,48,40,83554,Chlamydia psittaci,species,Chlamydia psittaci,primary,False,83554,Chlamydia psittaci,species,True
Chlamydia,trachomatis,True,115,80,813,Chlamydia trachomatis,species,Chlamydia trachomatis,primary,False,813,Chlamydia trachomatis,species,True
Chlorogloeopsis,fritschii,True,2,2,1124,Chlorogloeopsis fritschii,species,Chlorogloeopsis fritschii,primary,False,1124,Chlorogloeopsis fritschii,species,True
Chromobacterium,haemolyticum,True,2,2,394935,Chromobacterium haemolyticum,species,Chromobacterium haemolyticum,primary,False,394935,Chromobacterium haemolyticum,species,True
Chromobacterium,subtsugae,True,4,1,251747,Chromobacterium subtsugae,species,Chromobacterium subtsugae,primary,False,251747,Chromobacterium subtsugae,species,True
Chromobacterium,vaccinii,True,2,1,1108595,Chromobacterium vaccinii,species,Chromobacterium vaccinii,primary,False,1108595,Chromobacterium vaccinii,species,True
Chromobacterium,violaceum,True,7,2,536,Chromobacterium violaceum,species,Chromobacterium violaceum,primary,False,536,Chromobacterium violaceum,species,True
Chryseobacterium,oranimense,True,2,1,1300143,Chryseobacterium oranimense G311,strain,Chryseobacterium oranimense,primary,False,421058,Chryseobacterium oranimense,species,True
Citrobacter,amalonaticus,True,2,1,35703,Citrobacter amalonaticus,species,Citrobacter amalonaticus,primary,False,35703,Citrobacter amalonaticus,species,True
Citrobacter,braakii,True,4,1,57706,Citrobacter braakii,species,Citrobacter braakii,primary,False,57706,Citrobacter braakii,species,True
Citrobacter,freundii,True,44,4,546,Citrobacter freundii,species,Citrobacter freundii,primary,False,546,Citrobacter freundii,species,True
Citrobacter,koseri,True,7,2,545,Citrobacter koseri,species,Citrobacter koseri,primary,False,545,Citrobacter koseri,species,True
Citrobacter,rodentium,True,3,3,67825,Citrobacter rodentium,species,Citrobacter rodentium,primary,False,67825,Citrobacter rodentium,species,True
Clostridium,aceticum,True,2,1,84022,Clostridium aceticum,species,Clostridium aceticum,primary,False,84022,Clostridium aceticum,species,True
Clostridium,acetobutylicum,True,4,4,1488,Clostridium acetobutylicum,species,Clostridium acetobutylicum,primary,False,1488,Clostridium acetobutylicum,species,True
Clostridium,autoethanogenum,True,3,1,1341692,Clostridium autoethanogenum DSM 10061,strain,Clostridium autoethanogenum,primary,False,84023,Clostridium autoethanogenum,species,True
Clostridium,baratii,True,3,2,1561,Clostridium baratii,species,Clostridium baratii,primary,False,1561,Clostridium baratii,species,True
Clostridium,beijerinckii,True,4,4,1520,Clostridium beijerinckii,species,Clostridium beijerinckii,primary,False,1520,Clostridium beijerinckii,species,True
Clostridium,botulinum,True,116,26,1491,Clostridium botulinum,species,Clostridium botulinum,primary,False,1491,Clostridium botulinum,species,True
Clostridium,butyricum,True,12,8,1492,Clostridium butyricum,species,Clostridium butyricum,primary,False,1492,Clostridium butyricum,species,True
Clostridium,carboxidivorans,True,3,1,536227,Clostridium carboxidivorans P7,strain,Clostridium carboxidivorans,primary,False,217159,Clostridium carboxidivorans,species,True
Clostridium,haemolyticum,True,2,2,84025,Clostridium haemolyticum,species,Clostridium haemolyticum,primary,False,84025,Clostridium haemolyticum,species,True
Clostridium,kluyveri,True,2,2,1534,Clostridium kluyveri,species,Clostridium kluyveri,primary,False,1534,Clostridium kluyveri,species,True
Clostridium,novyi,True,6,6,1542,Clostridium novyi,species,Clostridium novyi,primary,False,1542,Clostridium novyi,species,True
Clostridium,pasteurianum,True,4,1,1262449,Clostridium pasteurianum DSM 525 = ATCC 6013,strain,Clostridium pasteurianum,primary,False,1501,Clostridium pasteurianum,species,True
Clostridium,perfringens,True,17,13,1502,Clostridium perfringens,species,Clostridium perfringens,primary,False,1502,Clostridium perfringens,species,True
Clostridium,saccharoperbutylacetonicum,True,2,1,931276,Clostridium saccharoperbutylacetonicum N1-4(HMT),no rank,Clostridium saccharoperbutylacetonicum,primary,False,36745,Clostridium saccharoperbutylacetonicum,species,True
Clostridium,sporogenes,True,13,1,1509,Clostridium sporogenes,species,Clostridium sporogenes,primary,False,1509,Clostridium sporogenes,species,True
Clostridium,tetani,True,10,5,1513,Clostridium tetani,species,Clostridium tetani,primary,False,1513,Clostridium tetani,species,True
Clostridium,tyrobutyricum,True,8,4,1519,Clostridium tyrobutyricum,species,Clostridium tyrobutyricum,primary,False,1519,Clostridium tyrobutyricum,species,True
Clostridium,ventriculi,True,2,1,1267,Clostridium ventriculi,species,Clostridium ventriculi,primary,False,1267,Clostridium ventriculi,species,True
Collimonas,arenae,True,2,1,279058,Collimonas arenae,species,Collimonas arenae,primary,False,279058,Collimonas arenae,species,True
Collimonas,pratensis,True,2,1,279113,Collimonas pratensis,species,Collimonas pratensis,primary,False,279113,Collimonas pratensis,species,True
Comamonas,aquatica,True,3,3,225991,Comamonas aquatica,species,Comamonas aquatica,primary,False,225991,Comamonas aquatica,species,True
Comamonas,testosteroni,True,17,7,285,Comamonas testosteroni,species,Comamonas testosteroni,primary,False,285,Comamonas testosteroni,species,True
Corynebacterium,accolens,True,2,2,38284,Corynebacterium accolens,species,Corynebacterium accolens,primary,False,38284,Corynebacterium accolens,species,True
Corynebacterium,argentoratense,True,3,2,42817,Corynebacterium argentoratense,species,Corynebacterium argentoratense,primary,False,42817,Corynebacterium argentoratense,species,True
Corynebacterium,aurimucosum,True,6,2,169292,Corynebacterium aurimucosum,species,Corynebacterium aurimucosum,primary,False,169292,Corynebacterium aurimucosum,species,True
Corynebacterium,callunae,True,2,1,1121353,Corynebacterium callunae DSM 20147,strain,Corynebacterium callunae,primary,False,1721,Corynebacterium callunae,species,True
Corynebacterium,camporealensis,True,2,1,161896,Corynebacterium camporealensis,species,Corynebacterium camporealensis,primary,False,161896,Corynebacterium camporealensis,species,True
Corynebacterium,casei,True,2,2,160386,Corynebacterium casei,species,Corynebacterium casei,primary,False,160386,Corynebacterium casei,species,True
Corynebacterium,diphtheriae,True,24,22,1717,Corynebacterium diphtheriae,species,Corynebacterium diphtheriae,primary,False,1717,Corynebacterium diphtheriae,species,True
Corynebacterium,doosanense,True,2,1,558173,Corynebacterium doosanense CAU 212 = DSM 45436,strain,Corynebacterium doosanense,primary,False,1121358,Corynebacterium doosanense,species,True
Corynebacterium,efficiens,True,2,1,196164,Corynebacterium efficiens YS-314,strain,Corynebacterium efficiens,primary,False,152794,Corynebacterium efficiens,species,True
Corynebacterium,glucuronolyticum,True,2,2,39791,Corynebacterium glucuronolyticum,species,Corynebacterium glucuronolyticum,primary,False,39791,Corynebacterium glucuronolyticum,species,True
Corynebacterium,glutamicum,True,17,10,1718,Corynebacterium glutamicum,species,Corynebacterium glutamicum,primary,False,1718,Corynebacterium glutamicum,species,True
Corynebacterium,halotolerans,True,2,1,1121362,Corynebacterium halotolerans YIM 70093 = DSM 44683,strain,Corynebacterium halotolerans,primary,False,225326,Corynebacterium halotolerans,species,True
Corynebacterium,humireducens,True,2,1,1223515,Corynebacterium humireducens NBRC 106098 = DSM 45392,strain,Corynebacterium humireducens,primary,False,1223514,Corynebacterium humireducens,species,True
Corynebacterium,jeikeium,True,19,3,38289,Corynebacterium jeikeium,species,Corynebacterium jeikeium,primary,False,38289,Corynebacterium jeikeium,species,True
Corynebacterium,kroppenstedtii,True,3,1,161879,Corynebacterium kroppenstedtii,species,Corynebacterium kroppenstedtii,primary,False,161879,Corynebacterium kroppenstedtii,species,True
Corynebacterium,matruchotii,True,2,2,43768,Corynebacterium matruchotii,species,Corynebacterium matruchotii,primary,False,43768,Corynebacterium matruchotii,species,True
Corynebacterium,minutissimum,True,2,2,38301,Corynebacterium minutissimum,species,Corynebacterium minutissimum,primary,False,38301,Corynebacterium minutissimum,species,True
Corynebacterium,pilosum,True,2,2,35756,Corynebacterium pilosum,species,Corynebacterium pilosum,primary,False,35756,Corynebacterium pilosum,species,True
Corynebacterium,pseudodiphtheriticum,True,2,2,37637,Corynebacterium pseudodiphtheriticum,species,Corynebacterium pseudodiphtheriticum,primary,False,37637,Corynebacterium pseudodiphtheriticum,species,True
Corynebacterium,pseudotuberculosis,True,35,15,1719,Corynebacterium pseudotuberculosis,species,Corynebacterium pseudotuberculosis,primary,False,1719,Corynebacterium pseudotuberculosis,species,True
Corynebacterium,simulans,True,3,1,146827,Corynebacterium simulans,species,Corynebacterium simulans,primary,False,146827,Corynebacterium simulans,species,True
Corynebacterium,ulcerans,True,14,7,65058,Corynebacterium ulcerans,species,Corynebacterium ulcerans,primary,False,65058,Corynebacterium ulcerans,species,True
Corynebacterium,urealyticum,True,2,2,43771,Corynebacterium urealyticum,species,Corynebacterium urealyticum,primary,False,43771,Corynebacterium urealyticum,species,True
Corynebacterium,vitaeruminis,True,2,2,38305,Corynebacterium vitaeruminis,species,Corynebacterium vitaeruminis,primary,False,38305,Corynebacterium vitaeruminis,species,True
Corynebacterium,xerosis,True,2,2,1725,Corynebacterium xerosis,species,Corynebacterium xerosis,primary,False,1725,Corynebacterium xerosis,species,True
Coxiella,burnetii,True,25,13,777,Coxiella burnetii,species,Coxiella burnetii,primary,False,777,Coxiella burnetii,species,True
Crocosphaera,watsonii,True,6,6,263511,Crocosphaera watsonii,species,Crocosphaera watsonii,primary,False,263511,Crocosphaera watsonii,species,True
Cronobacter,condimenti,True,2,1,1073999,Cronobacter condimenti 1330,strain,Cronobacter condimenti,primary,False,1163710,Cronobacter condimenti,species,True
Cronobacter,dublinensis,True,6,5,413497,Cronobacter dublinensis,species,Cronobacter dublinensis,primary,False,413497,Cronobacter dublinensis,species,True
Cronobacter,malonaticus,True,11,5,413503,Cronobacter malonaticus,species,Cronobacter malonaticus,primary,False,413503,Cronobacter malonaticus,species,True
Cronobacter,muytjensii,True,2,1,1159613,Cronobacter muytjensii ATCC 51329,strain,Cronobacter muytjensii,primary,False,413501,Cronobacter muytjensii,species,True
Cronobacter,sakazakii,True,45,15,28141,Cronobacter sakazakii,species,Cronobacter sakazakii,primary,False,28141,Cronobacter sakazakii,species,True
Cronobacter,turicensis,True,4,4,413502,Cronobacter turicensis,species,Cronobacter turicensis,primary,False,413502,Cronobacter turicensis,species,True
Cronobacter,universalis,True,3,1,1074000,Cronobacter universalis NCTC 9529,strain,Cronobacter universalis,primary,False,535744,Cronobacter universalis,species,True
Cupriavidus,metallidurans,True,7,4,119219,Cupriavidus metallidurans,species,Cupriavidus metallidurans,primary,False,119219,Cupriavidus metallidurans,species,True
Cupriavidus,necator,True,3,3,106590,Cupriavidus necator,species,Cupriavidus necator,primary,False,106590,Cupriavidus necator,species,True
Cupriavidus,taiwanensis,True,2,2,164546,Cupriavidus taiwanensis,species,Cupriavidus taiwanensis,primary,False,164546,Cupriavidus taiwanensis,species,True
Curtobacterium,flaccumfaciens,True,2,2,2035,Curtobacterium flaccumfaciens,species,Curtobacterium flaccumfaciens,primary,False,2035,Curtobacterium flaccumfaciens,species,True
Curtobacterium,oceanosedimentum,True,2,1,465820,Curtobacterium oceanosedimentum,species,Curtobacterium oceanosedimentum,primary,False,465820,Curtobacterium oceanosedimentum,species,True
Dehalococcoides,mccartyi,True,17,13,61435,Dehalococcoides mccartyi,species,Dehalococcoides mccartyi,primary,False,61435,Dehalococcoides mccartyi,species,True
Deinococcus,radiodurans,True,3,3,1299,Deinococcus radiodurans,species,Deinococcus radiodurans,primary,False,1299,Deinococcus radiodurans,species,True
Deinococcus,wulumuqiensis,True,2,2,980427,Deinococcus wulumuqiensis,species,Deinococcus wulumuqiensis,primary,False,980427,Deinococcus wulumuqiensis,species,True
Dermabacter,hominis,True,2,2,36740,Dermabacter hominis,species,Dermabacter hominis,primary,False,36740,Dermabacter hominis,species,True
Desulfitobacterium,hafniense,True,6,6,49338,Desulfitobacterium hafniense,species,Desulfitobacterium hafniense,primary,False,49338,Desulfitobacterium hafniense,species,True
Desulfotomaculum,nigrificans,True,2,2,1565,Desulfotomaculum nigrificans,species,Desulfotomaculum nigrificans,primary,False,1565,Desulfotomaculum nigrificans,species,True
Desulfovibrio,africanus,True,3,3,873,Desulfocurvibacter africanus,species,Desulfovibrio africanus,Synonym,False,873,Desulfocurvibacter africanus,species,True
Desulfovibrio,alaskensis,True,2,2,58180,Desulfovibrio alaskensis,species,Desulfovibrio alaskensis,primary,False,58180,Desulfovibrio alaskensis,species,True
Desulfovibrio,gigas,True,2,1,1121448,Desulfovibrio gigas DSM 1382 = ATCC 19364,strain,Desulfovibrio gigas,primary,False,879,Desulfovibrio gigas,species,True
Desulfovibrio,hydrothermalis,True,2,1,1121451,Desulfovibrio hydrothermalis AM13 = DSM 14728,strain,Desulfovibrio hydrothermalis,primary,False,191026,Desulfovibrio hydrothermalis,species,True
Desulfovibrio,vulgaris,True,3,3,881,Desulfovibrio vulgaris,species,Desulfovibrio vulgaris,primary,False,881,Desulfovibrio vulgaris,species,True
Dialister,micraerophilus,True,2,2,309120,Dialister micraerophilus,species,Dialister micraerophilus,primary,False,309120,Dialister micraerophilus,species,True
Dichelobacter,nodosus,True,2,2,870,Dichelobacter nodosus,species,Dichelobacter nodosus,primary,False,870,Dichelobacter nodosus,species,True
Dickeya,chrysanthemi,True,4,4,556,Dickeya chrysanthemi,species,Dickeya chrysanthemi,primary,False,556,Dickeya chrysanthemi,species,True
Dickeya,dadantii,True,4,4,204038,Dickeya dadantii,species,Dickeya dadantii,primary,False,204038,Dickeya dadantii,species,True
Dickeya,dianthicola,True,5,5,204039,Dickeya dianthicola,species,Dickeya dianthicola,primary,False,204039,Dickeya dianthicola,species,True
Dickeya,solani,True,11,7,1089444,Dickeya solani,species,Dickeya solani,primary,False,1089444,Dickeya solani,species,True
Dickeya,zeae,True,10,10,204042,Dickeya zeae,species,Dickeya zeae,primary,False,204042,Dickeya zeae,species,True
Dietzia,cinnamea,True,2,2,321318,Dietzia cinnamea,species,Dietzia cinnamea,primary,False,321318,Dietzia cinnamea,species,True
Dolichospermum,circinale,True,2,2,109265,Dolichospermum circinale,species,Dolichospermum circinale,primary,False,109265,Dolichospermum circinale,species,True
Dorea,formicigenerans,True,2,2,39486,Dorea formicigenerans,species,Dorea formicigenerans,primary,False,39486,Dorea formicigenerans,species,True
Dyella,japonica,True,2,1,1217721,Dyella japonica A8,strain,Dyella japonica,primary,False,231455,Dyella japonica,species,True
Dysgonomonas,mossii,True,2,1,742767,Dysgonomonas mossii DSM 22836,strain,Dysgonomonas mossii,primary,False,163665,Dysgonomonas mossii,species,True
Edwardsiella,anguillarum,True,4,4,1821960,Edwardsiella anguillarum,species,Edwardsiella anguillarum,primary,False,1821960,Edwardsiella anguillarum,species,True
Edwardsiella,ictaluri,True,3,3,67780,Edwardsiella ictaluri,species,Edwardsiella ictaluri,primary,False,67780,Edwardsiella ictaluri,species,True
Edwardsiella,tarda,True,5,4,636,Edwardsiella tarda,species,Edwardsiella tarda,primary,False,636,Edwardsiella tarda,species,True
Eggerthella,lenta,True,2,2,84112,Eggerthella lenta,species,Eggerthella lenta,primary,False,84112,Eggerthella lenta,species,True
Eggerthia,catenaformis,True,2,1,999415,Eggerthia catenaformis OT 569 = DSM 20559,strain,Eggerthia catenaformis,primary,False,31973,Eggerthia catenaformis,species,True
Ehrlichia,chaffeensis,True,9,9,945,Ehrlichia chaffeensis,species,Ehrlichia chaffeensis,primary,False,945,Ehrlichia chaffeensis,species,True
Ehrlichia,muris,True,2,2,35795,Ehrlichia muris,species,Ehrlichia muris,primary,False,35795,Ehrlichia muris,species,True
Ehrlichia,ruminantium,True,4,3,779,Ehrlichia ruminantium,species,Ehrlichia ruminantium,primary,False,779,Ehrlichia ruminantium,species,True
Eikenella,corrodens,True,2,2,539,Eikenella corrodens,species,Eikenella corrodens,primary,False,539,Eikenella corrodens,species,True
Elizabethkingia,anophelis,True,20,12,1117645,Elizabethkingia anophelis,species,Elizabethkingia anophelis,primary,False,1117645,Elizabethkingia anophelis,species,True
Elizabethkingia,meningoseptica,True,3,2,238,Elizabethkingia meningoseptica,species,Elizabethkingia meningoseptica,primary,False,238,Elizabethkingia meningoseptica,species,True
Endozoicomonas,elysicola,True,2,2,305900,Endozoicomonas elysicola,species,Endozoicomonas elysicola,primary,False,305900,Endozoicomonas elysicola,species,True
Endozoicomonas,montiporae,True,2,2,1027273,Endozoicomonas montiporae,species,Endozoicomonas montiporae,primary,False,1027273,Endozoicomonas montiporae,species,True
Enhydrobacter,aerosaccus,True,2,2,225324,Enhydrobacter aerosaccus,species,Enhydrobacter aerosaccus,primary,False,225324,Enhydrobacter aerosaccus,species,True
Enterobacter,asburiae,True,31,3,61645,Enterobacter asburiae,species,Enterobacter asburiae,primary,False,61645,Enterobacter asburiae,species,True
Enterobacter,cancerogenus,True,5,2,69218,Enterobacter cancerogenus,species,Enterobacter cancerogenus,primary,False,69218,Enterobacter cancerogenus,species,True
Enterobacter,cloacae,True,98,7,550,Enterobacter cloacae,species,Enterobacter cloacae,primary,False,550,Enterobacter cloacae,species,True
Enterobacter,hormaechei,True,192,5,158836,Enterobacter hormaechei,species,Enterobacter hormaechei,primary,False,158836,Enterobacter hormaechei,species,True
Enterobacter,ludwigii,True,2,1,299767,Enterobacter ludwigii,species,Enterobacter ludwigii,primary,False,299767,Enterobacter ludwigii,species,True
Enterobacter,xiangfangensis,True,10,1,1296536,Enterobacter hormaechei subsp. xiangfangensis,subspecies,Enterobacter xiangfangensis,Synonym,False,1296536,Enterobacter hormaechei subsp. xiangfangensis,subspecies,True
Enterococcus,asini,True,2,1,1158606,Enterococcus asini ATCC 700915,strain,Enterococcus asini,primary,False,57732,Enterococcus asini,species,True
Enterococcus,avium,True,2,1,1140002,Enterococcus avium ATCC 14025,strain,Enterococcus avium,primary,False,33945,Enterococcus avium,species,True
Enterococcus,caccae,True,2,1,1158612,Enterococcus caccae ATCC BAA-1240,strain,Enterococcus caccae,primary,False,317735,Enterococcus caccae,species,True
Enterococcus,casseliflavus,True,9,7,37734,Enterococcus casseliflavus,species,Enterococcus casseliflavus,primary,False,37734,Enterococcus casseliflavus,species,True
Enterococcus,cecorum,True,11,2,44008,Enterococcus cecorum,species,Enterococcus cecorum,primary,False,44008,Enterococcus cecorum,species,True
Enterococcus,columbae,True,3,1,1121865,Enterococcus columbae DSM 7374 = ATCC 51263,strain,Enterococcus columbae,primary,False,1355,Enterococcus columbae,species,True
Enterococcus,dispar,True,2,1,1139219,Enterococcus dispar ATCC 51266,strain,Enterococcus dispar,primary,False,44009,Enterococcus dispar,species,True
Enterococcus,durans,True,6,4,53345,Enterococcus durans,species,Enterococcus durans,primary,False,53345,Enterococcus durans,species,True
Enterococcus,faecalis,True,433,335,1351,Enterococcus faecalis,species,Enterococcus faecalis,primary,False,1351,Enterococcus faecalis,species,True
Enterococcus,faecium,True,412,253,1352,Enterococcus faecium,species,Enterococcus faecium,primary,False,1352,Enterococcus faecium,species,True
Enterococcus,gallinarum,True,5,3,1353,Enterococcus gallinarum,species,Enterococcus gallinarum,primary,False,1353,Enterococcus gallinarum,species,True
Enterococcus,gilvus,True,2,1,1158614,Enterococcus gilvus ATCC BAA-350,strain,Enterococcus gilvus,primary,False,160453,Enterococcus gilvus,species,True
Enterococcus,haemoperoxidus,True,2,1,1158608,Enterococcus haemoperoxidus ATCC BAA-382,strain,Enterococcus haemoperoxidus,primary,False,155618,Enterococcus haemoperoxidus,species,True
Enterococcus,hirae,True,6,3,1354,Enterococcus hirae,species,Enterococcus hirae,primary,False,1354,Enterococcus hirae,species,True
Enterococcus,malodoratus,True,2,1,1158601,Enterococcus malodoratus ATCC 43197,strain,Enterococcus malodoratus,primary,False,71451,Enterococcus malodoratus,species,True
Enterococcus,moraviensis,True,2,1,1158609,Enterococcus moraviensis ATCC BAA-383,strain,Enterococcus moraviensis,primary,False,155617,Enterococcus moraviensis,species,True
Enterococcus,mundtii,True,5,4,53346,Enterococcus mundtii,species,Enterococcus mundtii,primary,False,53346,Enterococcus mundtii,species,True
Enterococcus,pallens,True,2,1,1158607,Enterococcus pallens ATCC BAA-351,strain,Enterococcus pallens,primary,False,160454,Enterococcus pallens,species,True
Enterococcus,phoeniculicola,True,2,1,1158610,Enterococcus phoeniculicola ATCC BAA-412,strain,Enterococcus phoeniculicola,primary,False,154621,Enterococcus phoeniculicola,species,True
Enterococcus,raffinosus,True,3,2,71452,Enterococcus raffinosus,species,Enterococcus raffinosus,primary,False,71452,Enterococcus raffinosus,species,True
Enterococcus,saccharolyticus,True,2,1,1139996,Enterococcus saccharolyticus subsp. saccharolyticus ATCC 43076,strain,Enterococcus saccharolyticus,primary,False,41997,Enterococcus saccharolyticus,species,True
Enterococcus,sulfureus,True,2,1,1140003,Enterococcus sulfureus ATCC 49903,strain,Enterococcus sulfureus,primary,False,1356,Enterococcus sulfureus,species,True
Enterococcus,villorum,True,2,1,1158604,Enterococcus villorum ATCC 700913,strain,Enterococcus villorum,primary,False,112904,Enterococcus villorum,species,True
Enterovibrio,calviensis,True,3,3,91359,Enterovibrio calviensis,species,Enterovibrio calviensis,primary,False,91359,Enterovibrio calviensis,species,True
Enterovibrio,norvegicus,True,3,3,188144,Enterovibrio norvegicus,species,Enterovibrio norvegicus,primary,False,188144,Enterovibrio norvegicus,species,True
Eremococcus,coleocola,True,2,2,88132,Eremococcus coleocola,species,Eremococcus coleocola,primary,False,88132,Eremococcus coleocola,species,True
Erwinia,amylovora,True,14,14,552,Erwinia amylovora,species,Erwinia amylovora,primary,False,552,Erwinia amylovora,species,True
Erwinia,billingiae,True,2,2,182337,Erwinia billingiae,species,Erwinia billingiae,primary,False,182337,Erwinia billingiae,species,True
Erwinia,iniecta,True,2,1,1560201,Erwinia iniecta,species,Erwinia iniecta,primary,False,1560201,Erwinia iniecta,species,True
Erwinia,pyrifoliae,True,2,2,79967,Erwinia pyrifoliae,species,Erwinia pyrifoliae,primary,False,79967,Erwinia pyrifoliae,species,True
Erwinia,tracheiphila,True,2,2,65700,Erwinia tracheiphila,species,Erwinia tracheiphila,primary,False,65700,Erwinia tracheiphila,species,True
Erysipelatoclostridium,[Clostridium] innocuum,False,2,2,1522,[Clostridium] innocuum,species,[Clostridium] innocuum,primary,True,1522,[Clostridium] innocuum,species,True
Erysipelothrix,rhusiopathiae,True,4,4,1648,Erysipelothrix rhusiopathiae,species,Erysipelothrix rhusiopathiae,primary,False,1648,Erysipelothrix rhusiopathiae,species,True
Erythrobacter,marinus,True,2,1,874156,Erythrobacter marinus,species,Erythrobacter marinus,primary,False,874156,Erythrobacter marinus,species,True
Escherichia,albertii,True,32,6,208962,Escherichia albertii,species,Escherichia albertii,primary,False,208962,Escherichia albertii,species,True
