id,name,rank,isroot,isleaf,ncbi_id,threshold,diameter,inferred_threshold_method,min_inter_dist,min_inter_taxon_id,min_inter_taxon_name,min_inter_overlaps_diameter
397,Candidatus Hamiltonella,genus,True,False,568987,0.592997133731842,0.59299713,diameter,0.9923591,1677,Candidatus Regiella insecticola,False
398,Candidatus Regiella,genus,True,False,568988,0.678829550743103,0.67882955,diameter,0.9923591,1676,Candidatus Hamiltonella defensa,False
399,Brevibacterium,genus,True,False,1696,0.9261888682842254,0.9484094,min_inter,0.97493565,1009,Glycomyces tenuis,False
400,Pseudoxanthomonas,genus,True,False,83618,0.5725244283676147,0.5725244,diameter,0.962195,697,Xanthomonas sacchari,False
401,Granulicoccus,genus,True,False,448176,0.0168146602809429,0.01681466,diameter,0.98550075,1813,Streptomyces hygroscopicus,False
402,Corynebacterium,genus,True,False,1716,0.9278043061494828,0.9979624,min_inter,0.9766361,1844,Demequina rhizosphaerae,True
403,Caldanaerobacter,genus,True,False,249529,0.5098634362220764,0.50986344,diameter,0.9659331,1716,Thermoanaerobacter ethanolicus,False
404,Aliivibrio,genus,True,False,511678,0.941011780500412,0.9584655,min_inter,0.9905387,962,Vibrio cyclitrophicus,False
405,Algibacter,genus,True,False,261827,0.3643771708011627,0.36437717,diameter,0.9896964,973,Jejuia pallidilutea,False
406,Leclercia,genus,True,False,83654,0.3347907662391662,0.33479077,diameter,0.9399254,1880,Enterobacter hormaechei subgroup 2,False
407,Thermodesulfobacterium,genus,True,False,1740,0.0063653723336756,0.0063653723,diameter,0.9928368,1893,Escherichia coli subgroup 2,False
408,Propionibacterium,genus,True,False,1743,0.9280424684286116,0.98496306,min_inter,0.9768868,1009,Glycomyces tenuis,True
409,Thermoanaerobacter,genus,True,False,1754,0.8430044054985046,0.8430044,diameter,0.9659331,1708,Caldanaerobacter subterraneus,False
410,Thermobifida,genus,True,False,83677,0.063176542520523,0.06317654,diameter,0.97871834,1847,Nocardiopsis dassonvillei,False
411,Mycobacterium,genus,True,False,1763,0.9154116570949554,0.9915034,min_inter,0.9635912,1272,Mycolicibacterium phlei,True
412,Enterovibrio,genus,True,False,188143,0.9359740197658538,0.9792365,min_inter,0.9852358,1258,Grimontia hollisae,False
413,Mediterraneibacter,genus,True,False,2316020,0.9232661992311476,0.9890091,min_inter,0.97185916,1148,Dorea formicigenerans,True
414,Oribacterium,genus,True,False,265975,0.1099181994795799,0.1099182,diameter,0.9867501,1530,Eggerthia catenaformis,False
415,Paraburkholderia,genus,True,False,1822464,0.9234893560409544,0.97992045,min_inter,0.97209406,724,Caballeronia zhejiangensis,True
416,Methylacidiphilum,genus,True,False,511745,0.0081164287403225,0.008116429,diameter,0.9973115,1128,Fusobacterium ulcerans,False
417,Intestinimonas,genus,True,False,1392389,0.4331812262535095,0.43318123,diameter,0.9629976,498,Flavonifractor plautii,False
418,Amycolatopsis,genus,True,False,1813,0.9178166091442108,0.96699286,min_inter,0.96612275,1255,Lentzea aerocolonigenes,True
419,Nocardia,genus,True,False,1817,0.9254891604185104,0.9837941,min_inter,0.9741991,1745,Amycolatopsis mediterranei,True
420,Rhodococcus,genus,True,False,1827,0.915688607096672,0.9836676,min_inter,0.96388274,1893,Escherichia coli subgroup 2,True
421,Sphingobacterium,genus,True,False,28453,0.6966828107833862,0.6966828,diameter,0.9931908,1638,Elizabethkingia anophelis,False
422,Aneurinibacillus,genus,True,False,55079,0.3078718185424804,0.30787182,diameter,0.9948511,1484,Bacillus mycoides,False
423,Brevibacillus,genus,True,False,55080,0.9379675388336182,0.99753475,min_inter,0.98733425,845,Citrobacter freundii,True
424,Saccharopolyspora,genus,True,False,1835,0.9201446652412414,0.9712949,min_inter,0.96857333,1747,Amycolatopsis vancoresmycina,True
425,Enhydrobacter,genus,True,False,212791,0.6025866866111755,0.6025867,diameter,0.99231154,783,Acinetobacter parvus,False
426,Cronobacter,genus,True,False,413496,0.9054831892251968,0.97344977,min_inter,0.9531402,927,Franconibacter helveticus,True
427,Saccharomonospora,genus,True,False,1851,0.9245758652687072,0.95186454,min_inter,0.97323775,1746,Amycolatopsis methanolica,False
428,Sphingobium,genus,True,False,165695,0.9186382293701172,0.9690752,min_inter,0.9669876,1510,Sphingomonas wittichii,True
429,Novosphingobium,genus,True,False,165696,0.9308146297931672,0.98381,min_inter,0.9798049,1785,Sphingobium yanoikuyae,True
430,Sphingopyxis,genus,True,False,165697,0.9227344959974288,0.94997746,min_inter,0.97129947,1511,Sphingomonas melonis,False
431,Cellulophaga,genus,True,False,104264,0.9438549488782882,0.99242276,min_inter,0.9935315,1711,Algibacter lectus,False
432,Streptomyces,genus,True,False,1883,0.8186383843421936,0.98209864,min_inter,0.8617246,462,Kitasatospora aureofaciens,True
433,Orientia,genus,True,False,69474,0.7536488175392151,0.7536488,diameter,0.9945777,1561,Clostridium baratii,False
434,Gallibacterium,genus,True,False,155493,0.6035242080688477,0.6035242,diameter,0.9745858,1639,Avibacterium paragallinarum,False
435,Granulibacter,genus,True,False,364409,0.4222332239151001,0.42223322,diameter,0.99209505,735,Komagataeibacter europaeus,False
436,Histophilus,genus,True,False,214906,0.4306908845901489,0.43069088,diameter,0.9761846,997,Pasteurella multocida,False
437,Dermabacter,genus,True,False,36739,0.6480367183685303,0.6480367,diameter,0.989651,1678,Brevibacterium casei,False
438,Pseudobacteroides,genus,True,False,1486726,0.0063059767708182,0.006305977,diameter,0.9934803,1565,Clostridium saccharoperbutylacetonicum,False
439,Blastochloris,genus,True,False,59282,0.0009044862235896,0.0009044862,diameter,0.9830298,1234,Methylorubrum extorquens,False
440,Anaerococcus,genus,True,False,165779,0.9175290137529372,0.9919933,min_inter,0.96582,811,Peptoniphilus lacrimalis,True
441,Demequina,genus,True,False,577469,0.797268271446228,0.7972683,diameter,0.9757976,1009,Glycomyces tenuis,False
442,Streptosporangium,genus,True,False,2000,0.6853182911872864,0.6853183,diameter,0.969,1815,Streptomyces rimosus,False
443,Actinoalloteichus,genus,True,False,65496,0.1465880423784256,0.14658804,diameter,0.9745784,1747,Amycolatopsis vancoresmycina,False
444,Nocardiopsis,genus,True,False,2013,0.921722051501274,0.9405711,min_inter,0.97023374,1805,Streptomyces albus,False
445,Curtobacterium,genus,True,False,2034,0.9110987782478333,0.9110988,diameter,0.97258234,1260,Microbacterium oleivorans,False
446,Waddlia,genus,True,False,71666,0.006198929157108,0.006198929,diameter,0.99601,1617,Parachlamydia acanthamoebae,False
447,Desulfitobacterium,genus,True,False,36853,0.5962594151496887,0.5962594,diameter,0.9934331,1744,Intestinimonas butyriciproducens,False
448,Tropheryma,genus,True,False,2038,0.1351526975631714,0.1351527,diameter,0.99749374,482,Mycoplasma leachii,False
449,Dehalococcoides,genus,True,False,61434,0.9279614686965942,0.92796147,diameter,0.9972777,1569,Rothia mucilaginosa,False
450,Aurantimonas,genus,True,False,182269,0.6483333110809326,0.6483333,diameter,0.9731774,967,Aureimonas ureilytica,False
451,Pseudoalteromonas,genus,True,False,53246,0.9447115629911422,0.9946755,min_inter,0.9944332,928,Photobacterium angustum,True
452,[Eubacterium] siraeum,species,True,True,39492,0.0168880447745323,0.016888045,diameter,0.9952888,1447,Enterococcus cecorum,False
453,Escherichia/Shigella,genus,True,False,,0.8025270968675613,0.9106814,min_inter,0.84476537,1351,Staphylococcus epidermidis,True
454,Mobiluncus curtisii,species,False,True,2051,0.5868797302246094,0.58687973,diameter,0.97728413,455,Mobiluncus mulieris,False
455,Mobiluncus mulieris,species,False,True,2052,0.3145719170570373,0.31457192,diameter,0.97728413,454,Mobiluncus curtisii,False
456,Gordonia sihwensis,species,False,True,173559,0.3519394397735595,0.35193944,diameter,0.9729636,459,Gordonia polyisoprenivorans,False
457,Gordonia terrae,species,False,True,2055,0.0010673394426703,0.0010673394,diameter,0.9405727,458,Gordonia alkanivorans,False
458,Gordonia alkanivorans,species,False,True,84096,0.3958208858966827,0.3958209,diameter,0.8592698,460,Gordonia amicalis,False
459,Gordonia polyisoprenivorans,species,False,True,84595,0.4372294247150421,0.43722942,diameter,0.96443033,460,Gordonia amicalis,False
460,Gordonia amicalis,species,False,True,89053,0.4430137872695923,0.4430138,diameter,0.8592698,458,Gordonia alkanivorans,False
461,Meiothermus ruber,species,False,True,277,0.2079284936189651,0.2079285,diameter,0.98535514,624,Thermus oshimai,False
462,Kitasatospora aureofaciens,species,False,True,1894,0.4793936908245086,0.4793937,diameter,0.8617246,1820,Streptomyces pyridomyceticus,False
463,Kitasatospora setae,species,False,True,2066,0.0024285714607685,0.0024285715,diameter,0.93996483,1830,Streptomyces rubellomurinus,False
464,Shewanella putrefaciens,species,False,True,24,0.3773237764835357,0.37732378,diameter,0.9385531,465,Shewanella baltica,False
465,Shewanella baltica,species,False,True,62322,0.5920513272285461,0.5920513,diameter,0.9385531,464,Shewanella putrefaciens,False
466,Shewanella algae,species,False,True,38313,0.3873055875301361,0.3873056,diameter,0.9911031,465,Shewanella baltica,False
467,Shewanella frigidimarina,species,False,True,56812,0.5934450626373291,0.59344506,diameter,0.9896691,464,Shewanella putrefaciens,False
468,Sporolactobacillus vineae,species,False,True,444463,0.0059959050267934,0.005995905,diameter,0.995022,469,Sporolactobacillus terrae,False
469,Sporolactobacillus terrae,species,False,True,269673,0.3322509527206421,0.33225095,diameter,0.995022,468,Sporolactobacillus vineae,False
470,Dyella japonica,species,False,True,231455,0.0062548867426812,0.0062548867,diameter,0.98204195,1607,Rhodanobacter denitrificans,False
471,Myxococcus xanthus,species,False,True,34,0.0126296523958444,0.012629652,diameter,0.96385735,472,Stigmatella aurantiaca,False
472,Stigmatella aurantiaca,species,False,True,41,0.0125713590532541,0.012571359,diameter,0.96385735,471,Myxococcus xanthus,False
473,Mycoplasma suis,species,False,True,57372,0.3788187503814697,0.37881875,diameter,0.9964575,1561,Clostridium baratii,False
474,Mycoplasma arginini,species,False,True,2094,0.2393364906311035,0.23933649,diameter,0.98726314,1033,Rickettsia bellii,False
475,Mycoplasma capricolum,species,False,True,2095,0.524781346321106,0.52478135,diameter,0.72876024,482,Mycoplasma leachii,False
476,Mycoplasma gallisepticum,species,False,True,2096,0.3967065811157226,0.39670658,diameter,0.9821525,484,Mycoplasma synoviae,False
477,Mycoplasma genitalium,species,False,True,2097,0.1308900564908981,0.13089006,diameter,0.9912235,483,Mycoplasma pneumoniae,False
478,Mycoplasma hominis,species,False,True,2098,0.5,0.5,diameter,0.98588365,811,Peptoniphilus lacrimalis,False
479,Mycoplasma hyopneumoniae,species,False,True,2099,0.3650793731212616,0.36507937,diameter,0.9482507,489,Mycoplasma flocculare,False
480,Mycoplasma hyorhinis,species,False,True,2100,0.1733505874872207,0.17335059,diameter,0.9865862,479,Mycoplasma hyopneumoniae,False
481,Mycoplasma mycoides,species,False,True,2102,0.6792690753936768,0.6792691,diameter,0.7343949,482,Mycoplasma leachii,False
482,Mycoplasma leachii,species,False,True,2105,0.0885213986039161,0.0885214,diameter,0.72876024,475,Mycoplasma capricolum,False
483,Mycoplasma pneumoniae,species,False,True,2104,0.079328753054142,0.07932875,diameter,0.9912235,477,Mycoplasma genitalium,False
484,Mycoplasma synoviae,species,False,True,2109,0.2199999988079071,0.22,diameter,0.9821525,476,Mycoplasma gallisepticum,False
485,Mycoplasma fermentans,species,False,True,2115,0.1772639751434326,0.17726398,diameter,0.9875334,821,Mycoplasmopsis columbina,False
486,Mycoplasma iowae,species,False,True,2116,0.2682792842388153,0.26827928,diameter,0.9917355,482,Mycoplasma leachii,False
487,Mycoplasma pirum,species,False,True,2122,0.0076086954213678,0.0076086954,diameter,0.9935223,486,Mycoplasma iowae,False
488,Mycoplasma putrefaciens,species,False,True,2123,0.2355932146310806,0.23559321,diameter,0.9776536,490,Mycoplasma yeatsii,False
489,Mycoplasma flocculare,species,False,True,2128,0.0046656299382448,0.00466563,diameter,0.9482507,479,Mycoplasma hyopneumoniae,False
490,Mycoplasma yeatsii,species,False,True,51365,0.5847272872924805,0.5847273,diameter,0.97605705,475,Mycoplasma capricolum,False
491,Mycoplasma bovis,species,False,True,28903,0.4121915698051452,0.41219157,diameter,0.9897757,485,Mycoplasma fermentans,False
492,Mycoplasma haemofelis,species,False,True,29501,0.3848327696323395,0.38483277,diameter,0.99708325,1125,Fusobacterium gonidiaformans,False
493,Mycoplasma canis,species,False,True,29555,0.4625454545021057,0.46254545,diameter,0.99265003,485,Mycoplasma fermentans,False
494,Mycoplasma hyosynoviae,species,False,True,29559,0.3380398750305176,0.33803988,diameter,0.9875,474,Mycoplasma arginini,False
495,Mycoplasma meleagridis,species,False,True,29561,0.3069544434547424,0.30695444,diameter,0.9863281,821,Mycoplasmopsis columbina,False
496,Candidatus Portiera aleyrodidarum,species,False,True,91844,0.0410958901047706,0.04109589,diameter,0.995471,1545,Buchnera aphidicola,False
497,Thalassobius mediterraneus,species,False,True,340021,0.0232800915837287,0.023280092,diameter,0.98434055,1523,Phaeobacter italicus,False
498,Flavonifractor plautii,species,False,True,292800,0.4770557582378387,0.47705576,diameter,0.9629976,1744,Intestinimonas butyriciproducens,False
499,Lysobacter capsici,species,False,True,435897,0.4800668060779571,0.4800668,diameter,0.93379354,500,Lysobacter antibioticus,False
500,Lysobacter antibioticus,species,False,True,84531,0.3573699593544006,0.35736996,diameter,0.93379354,499,Lysobacter capsici,False
501,Lysobacter defluvii,species,False,True,391738,0.0221366696059703,0.02213667,diameter,0.9736541,1680,Pseudoxanthomonas suwonensis,False
502,Fructobacillus fructosus,species,False,True,1631,0.0112963961437344,0.011296396,diameter,0.99469227,1324,Leuconostoc pseudomesenteroides,False
503,Caulobacter vibrioides,species,False,True,155892,0.0071399705484509,0.0071399705,diameter,0.95551467,504,Caulobacter henricii,False
504,Caulobacter henricii,species,False,True,69395,0.216275155544281,0.21627516,diameter,0.95551467,503,Caulobacter vibrioides,False
505,Jeotgalibaca dankookensis,species,False,True,708126,0.2456597238779068,0.24565972,diameter,0.994287,1448,Enterococcus dispar,False
506,Ureaplasma urealyticum,species,False,True,2130,0.3082524240016937,0.30825242,diameter,0.8422018,507,Ureaplasma parvum,False
507,Ureaplasma parvum,species,False,True,134821,0.2250509113073349,0.22505091,diameter,0.8422018,506,Ureaplasma urealyticum,False
508,Spiroplasma melliferum,species,False,True,2134,0.1362397819757461,0.13623978,diameter,0.9859155,509,Spiroplasma mirum,False
509,Spiroplasma mirum,species,False,True,2144,0.0023724792990833,0.0023724793,diameter,0.9859155,508,Spiroplasma melliferum,False
510,Pantoea agglomerans,species,False,True,549,0.5527428984642029,0.5527429,diameter,0.9677527,513,Pantoea dispersa,False
511,Pantoea ananatis,species,False,True,553,0.5976468920707703,0.5976469,diameter,0.92615,512,Pantoea stewartii,False
512,Pantoea stewartii,species,False,True,66269,0.4641788005828857,0.4641788,diameter,0.92615,511,Pantoea ananatis,False
513,Pantoea dispersa,species,False,True,59814,0.4474458396434784,0.44744584,diameter,0.9424508,855,Enterobacter ludwigii,False
514,Candidatus Pantoea carbekii,species,False,True,1235990,0.0696766972541809,0.0696767,diameter,0.9954955,475,Mycoplasma capricolum,False
515,Cupriavidus necator,species,False,True,106590,0.3407324552536011,0.34073246,diameter,0.8973324,516,Cupriavidus taiwanensis,False
516,Cupriavidus taiwanensis,species,False,True,164546,0.3008764982223511,0.3008765,diameter,0.8973324,515,Cupriavidus necator,False
517,Cupriavidus metallidurans,species,False,True,119219,0.6069953441619873,0.60699534,diameter,0.9652831,515,Cupriavidus necator,False
518,Nitratireductor aquibiodomus,species,False,True,204799,0.4093260169029236,0.40932602,diameter,0.9813103,982,Mesorhizobium ciceri,False
519,Schaalia odontolytica,species,False,True,1660,0.46645188331604,0.46645188,diameter,0.9273399,537,Kytococcus sedentarius,False
520,Schaalia georgiae,species,False,True,52768,0.2500975430011749,0.25009754,diameter,0.96559536,537,Kytococcus sedentarius,False
521,Oligella urethralis,species,False,True,90245,0.4133102893829345,0.4133103,diameter,0.996656,1141,Taylorella asinigenitalis,False
522,Borrelia hermsii,species,False,True,140,0.7023681402206421,0.70236814,diameter,0.8701582,523,Borrelia parkeri,False
523,Borrelia parkeri,species,False,True,141,0.2356143146753311,0.23561431,diameter,0.8701582,522,Borrelia hermsii,False
524,Borrelia coriaceae,species,False,True,144,0.1195887476205825,0.11958875,diameter,0.9313207,523,Borrelia parkeri,False
525,Borrelia crocidurae,species,False,True,29520,0.4,0.48918268,custom,0.47389358,527,Borrelia duttonii,True
526,Borrelia miyamotoi,species,False,True,47466,0.580886960029602,0.58088696,diameter,0.92577904,522,Borrelia hermsii,False
527,Borrelia duttonii,species,False,True,40834,0.4219001531600952,0.42190015,diameter,0.47389358,525,Borrelia crocidurae,False
528,Richelia intracellularis,species,False,True,1164990,0.6477253437042236,0.64772534,diameter,0.9948507,1327,Dolichospermum circinale,False
529,Eggerthella lenta,species,False,True,84112,0.2696166634559631,0.26961666,diameter,0.9840475,1747,Amycolatopsis vancoresmycina,False
530,Paenarthrobacter nicotinovorans,species,False,True,29320,0.3177109360694885,0.31771094,diameter,0.987777,1813,Streptomyces hygroscopicus,False
531,Spirochaeta thermophila,species,False,True,154,0.6522299647331238,0.65222996,diameter,0.99566513,1847,Nocardiopsis dassonvillei,False
532,Rodentibacter pneumotropicus,species,False,True,758,0.0076923076994717,0.0076923077,diameter,0.9765163,988,Haemophilus influenzae,False
533,Kocuria palustris,species,False,True,71999,0.5039665699005127,0.50396657,diameter,0.97077614,534,Kocuria rhizophila,False
534,Kocuria rhizophila,species,False,True,72000,0.866091787815094,0.8660918,diameter,0.97077614,533,Kocuria palustris,False
535,Collimonas arenae,species,False,True,279058,0.007461879402399,0.0074618794,diameter,0.9501831,536,Collimonas pratensis,False
536,Collimonas pratensis,species,False,True,279113,0.4491800665855407,0.44918007,diameter,0.9501831,535,Collimonas arenae,False
537,Kytococcus sedentarius,species,False,True,1276,0.574595034122467,0.57459503,diameter,0.9273399,519,Schaalia odontolytica,False
538,Treponema denticola,species,False,True,158,0.765735924243927,0.7657359,diameter,0.9828271,543,Treponema pedis,False
539,Treponema pallidum,species,False,True,160,0.026791276410222,0.026791276,diameter,0.9971146,540,Treponema phagedenis,False
540,Treponema phagedenis,species,False,True,162,0.2679204046726227,0.2679204,diameter,0.99342877,538,Treponema denticola,False
541,Treponema vincentii,species,False,True,69710,0.4307107627391815,0.43071076,diameter,0.9921304,538,Treponema denticola,False
542,Treponema socranskii,species,False,True,53419,0.0194310899823904,0.01943109,diameter,0.99398285,1380,Burkholderia pseudomallei,False
543,Treponema pedis,species,False,True,409322,0.4839636087417602,0.4839636,diameter,0.9828271,538,Treponema denticola,False
544,Catabacter hongkongensis,species,False,True,270498,0.3382702469825744,0.33827025,diameter,0.9941222,1423,Streptococcus constellatus,False
545,Sulfurimonas gotlandica,species,False,True,1176482,0.0060459491796791,0.006045949,diameter,0.99344856,1581,Arcobacter butzleri,False
546,Salinivibrio socompensis,species,False,True,1510206,0.2651216685771942,0.26512167,diameter,0.9888995,937,Vibrio cholerae,False
547,Leptospira biflexa,species,False,True,172,0.0004881223430857,0.00048812234,diameter,0.9661258,556,Leptospira meyeri,False
548,Leptospira interrogans,species,False,True,173,0.5355424880981445,0.5355425,diameter,0.796671,555,Leptospira kirschneri,False
549,Leptospira borgpetersenii,species,False,True,174,0.4551467597484588,0.45514676,diameter,0.8363423,557,Leptospira mayottensis,False
550,Leptospira noguchii,species,False,True,28182,0.6666123867034912,0.6666124,diameter,0.8595554,555,Leptospira kirschneri,False
551,Leptospira santarosai,species,False,True,28183,0.5874388813972473,0.5874389,diameter,0.9206852,552,Leptospira weilii,False
552,Leptospira weilii,species,False,True,28184,0.6762464046478271,0.6762464,diameter,0.84506637,557,Leptospira mayottensis,False
553,Leptospira alstonii,species,False,True,28452,0.2679724395275116,0.26797244,diameter,0.95232433,552,Leptospira weilii,False
554,Leptospira licerasiae,species,False,True,447106,0.0023094688076525,0.0023094688,diameter,0.99460983,550,Leptospira noguchii,False
555,Leptospira kirschneri,species,False,True,29507,0.5180638432502747,0.51806384,diameter,0.796671,548,Leptospira interrogans,False
556,Leptospira meyeri,species,False,True,29508,0.3109185993671417,0.3109186,diameter,0.9661258,547,Leptospira biflexa,False
557,Leptospira mayottensis,species,False,True,1137606,0.1580660194158554,0.15806602,diameter,0.8363423,549,Leptospira borgpetersenii,False
558,Leptospirillum ferriphilum,species,False,True,178606,0.4275489151477813,0.42754892,diameter,0.9960396,981,Mesorhizobium plurifarium,False
559,Candidatus Moranella endobia,species,False,True,1048758,0.0084656085819005,0.008465609,diameter,0.99712974,1545,Buchnera aphidicola,False
560,Oblitimonas alkaliphila,species,False,True,1697053,0.4198456406593323,0.41984564,diameter,0.99265665,872,Morganella morganii,False
561,Shimwellia blattae,species,False,True,563,0.0097862090915441,0.009786209,diameter,0.9796503,1778,Cronobacter turicensis,False
562,Azospirillum brasilense,species,False,True,192,0.6858577728271484,0.6858578,diameter,0.9485325,563,Azospirillum thiophilum,False
563,Azospirillum thiophilum,species,False,True,528244,0.0016078401822596,0.0016078402,diameter,0.9485325,562,Azospirillum brasilense,False
564,Saccharicrinis fermentans,species,False,True,982,0.0092283748090267,0.009228375,diameter,0.99469537,1487,Bacillus thuringiensis,False
565,Campylobacter coli,species,False,True,195,0.7,0.8577195,custom,0.8068875,567,Campylobacter jejuni,True
566,Campylobacter fetus,species,False,True,196,0.9260230720043182,0.9701105,min_inter,0.9747611,574,Campylobacter iguaniorum,False
567,Campylobacter jejuni,species,False,True,197,0.7276573181152344,0.7276573,diameter,0.8068875,565,Campylobacter coli,False
568,Campylobacter concisus,species,False,True,199,0.7333574295043945,0.7333574,diameter,0.9838913,569,Campylobacter curvus,False
569,Campylobacter curvus,species,False,True,200,0.6315419673919678,0.63154197,diameter,0.9838913,568,Campylobacter concisus,False
570,Campylobacter lari,species,False,True,201,0.5727826952934265,0.5727827,diameter,0.88009477,573,Campylobacter subantarcticus,False
571,Campylobacter gracilis,species,False,True,824,0.0004378283629193,0.00043782836,diameter,0.9903862,569,Campylobacter curvus,False
572,Campylobacter upsaliensis,species,False,True,28080,0.6375291347503662,0.63752913,diameter,0.973574,567,Campylobacter jejuni,False
573,Campylobacter subantarcticus,species,False,True,497724,0.3293147087097168,0.3293147,diameter,0.88009477,570,Campylobacter lari,False
574,Campylobacter iguaniorum,species,False,True,1244531,0.2493192106485366,0.24931921,diameter,0.9747611,566,Campylobacter fetus,False
575,Ferrimicrobium acidiphilum,species,False,True,121039,0.0225748401135206,0.02257484,diameter,0.99656945,720,Rhizobium leguminosarum,False
576,Mannheimia haemolytica,species,False,True,75985,0.3986778557300567,0.39867786,diameter,0.94188124,577,Mannheimia varigena,False
577,Mannheimia varigena,species,False,True,85404,0.4266984462738037,0.42669845,diameter,0.94188124,576,Mannheimia haemolytica,False
578,Helicobacter pylori,species,False,True,210,0.8584179878234863,0.858418,diameter,0.97906554,587,Helicobacter suis,False
579,Helicobacter cinaedi,species,False,True,213,0.2427704334259033,0.24277043,diameter,0.96927017,585,Helicobacter bilis,False
580,Helicobacter canadensis,species,False,True,123841,0.0007788161747157,0.0007788162,diameter,0.97716534,583,Helicobacter pullorum,False
581,Helicobacter trogontum,species,False,True,50960,0.5214201211929321,0.5214201,diameter,0.9552288,585,Helicobacter bilis,False
582,Helicobacter heilmannii,species,False,True,35817,0.4061135351657867,0.40611354,diameter,0.9356652,586,Helicobacter ailurogastricus,False
583,Helicobacter pullorum,species,False,True,35818,0.5612936615943909,0.56129366,diameter,0.97716534,580,Helicobacter canadensis,False
584,Helicobacter typhlonius,species,False,True,76936,0.0096205240115523,0.009620524,diameter,0.9816322,579,Helicobacter cinaedi,False
585,Helicobacter bilis,species,False,True,37372,0.6920719146728516,0.6920719,diameter,0.9552288,581,Helicobacter trogontum,False
586,Helicobacter ailurogastricus,species,False,True,1578720,0.3535749316215515,0.35357493,diameter,0.9356652,582,Helicobacter heilmannii,False
587,Helicobacter suis,species,False,True,104628,0.0832095071673393,0.08320951,diameter,0.97129184,582,Helicobacter heilmannii,False
588,Helicobacter bizzozeronii,species,False,True,56877,0.5182170271873474,0.518217,diameter,0.984375,586,Helicobacter ailurogastricus,False
589,Hydrogenovibrio marinus,species,False,True,28885,0.0094490712508559,0.009449071,diameter,0.99611765,790,Acinetobacter gerneri,False
590,Achromobacter xylosoxidans,species,False,True,85698,0.4439617693424225,0.44396177,diameter,0.9253248,591,Achromobacter piechaudii,False
591,Achromobacter piechaudii,species,False,True,72556,0.3820095956325531,0.3820096,diameter,0.9253248,590,Achromobacter xylosoxidans,False
592,Thermoanaerobacterium thermosaccharolyticum,species,False,True,1517,0.5631146430969238,0.56311464,diameter,0.9884257,1717,Thermoanaerobacter thermocopriae,False
593,Alteromonas australica,species,False,True,589873,0.331312745809555,0.33131275,diameter,0.9755833,594,Alteromonas mediterranea,False
594,Alteromonas mediterranea,species,False,True,314275,0.4511653184890747,0.45116532,diameter,0.919129,595,Alteromonas macleodii,False
595,Alteromonas macleodii,species,False,True,28108,0.6454581618309021,0.64545816,diameter,0.919129,594,Alteromonas mediterranea,False
596,Alteromonas stellipolaris,species,False,True,233316,0.2855317592620849,0.28553176,diameter,0.98730963,593,Alteromonas australica,False
597,Brucella abortus,species,False,True,235,0.0463709682226181,0.04637097,diameter,0.05367269,604,Brucella pinnipedialis,False
598,Brucella ovis,species,False,True,236,0.003729281714186,0.0037292817,diameter,0.09103971,604,Brucella pinnipedialis,False
599,Brucella canis,species,False,True,36855,0.0191264245659112,0.019126425,diameter,0.022016378,1881,Brucella suis subgroup 1,False
600,Brucella intermedia,species,False,True,94625,0.4963965117931366,0.4963965,diameter,0.8879187,833,Ochrobactrum anthropi,False
601,Brucella melitensis,species,False,True,29459,0.0464118048548698,0.046411805,diameter,0.06101249,604,Brucella pinnipedialis,False
602,Brucella neotomae,species,False,True,29460,0.0012152309063822,0.0012152309,diameter,0.05193778,604,Brucella pinnipedialis,False
603,Brucella suis,species,False,False,29461,,0.067702845,,0.022016378,599,Brucella canis,True
604,Brucella pinnipedialis,species,False,True,120576,0.0301869167014956,0.030351225,min_inter,0.0317757,605,Brucella ceti,False
605,Brucella ceti,species,False,True,120577,0.02,0.061127283,custom,0.0317757,604,Brucella pinnipedialis,True
606,Flavobacterium subsaxonicum,species,False,True,426226,0.0074441689066588,0.007444169,diameter,0.9764665,610,Flavobacterium rivuli,False
607,Flavobacterium cauense,species,False,True,510946,0.0010121457744389,0.0010121458,diameter,0.97753996,608,Flavobacterium enshiense,False
608,Flavobacterium enshiense,species,False,True,1341165,0.0037902717012912,0.0037902717,diameter,0.97753996,607,Flavobacterium cauense,False
609,Flavobacterium psychrophilum,species,False,True,96345,0.2845088839530945,0.28450888,diameter,0.98555666,1499,Bacillus safensis,False
610,Flavobacterium rivuli,species,False,True,498301,0.0011525163426995,0.0011525163,diameter,0.9764665,606,Flavobacterium subsaxonicum,False
611,Flavobacterium suncheonense,species,False,True,350894,0.0076882289722561,0.007688229,diameter,0.9785544,607,Flavobacterium cauense,False
612,Parageobacillus thermoglucosidasius,species,False,True,1426,0.2764452695846557,0.27644527,diameter,0.9361562,613,Parageobacillus toebii,False
613,Parageobacillus toebii,species,False,True,153151,0.5117787718772888,0.5117788,diameter,0.9347022,614,Parageobacillus caldoxylosilyticus,False
614,Parageobacillus caldoxylosilyticus,species,False,True,81408,0.3529357016086578,0.3529357,diameter,0.9347022,613,Parageobacillus toebii,False
615,Francisella tularensis,species,False,True,263,0.459722638130188,0.45972264,diameter,0.9552012,616,Francisella philomiragia,False
616,Francisella philomiragia,species,False,True,28110,0.5035405158996582,0.5035405,diameter,0.7938414,617,Francisella orientalis,False
617,Francisella orientalis,species,False,True,299583,0.0093527873978018,0.009352787,diameter,0.7938414,616,Francisella philomiragia,False
